rid,topic,statement,rate,agreement_text
382116238889,253,It should be easy to find relevant information for this topic,5.0,Strongly agree
382116238889,234,I am familiar with this topic,4.0,Somewhat agree
382116238889,234,This topic is interesting to me,4.0,Somewhat agree
382116238889,234,It should be easy to find relevant information for this topic,5.0,Strongly agree
382116238889,283,I am familiar with this topic,4.0,Somewhat agree
382116238889,283,This topic is interesting to me,2.0,Somewhat disagree
382116238889,283,It should be easy to find relevant information for this topic,5.0,Strongly agree
418493978609,213,I am familiar with this topic,4.0,Somewhat agree
418493978609,213,This topic is interesting to me,4.0,Somewhat agree
418493978609,213,It should be easy to find relevant information for this topic,4.0,Somewhat agree
418493978609,253,I am familiar with this topic,4.0,Somewhat agree
418493978609,253,This topic is interesting to me,2.0,Somewhat disagree
418493978609,253,It should be easy to find relevant information for this topic,4.0,Somewhat agree
418493978609,234,I am familiar with this topic,4.0,Somewhat agree
418493978609,234,This topic is interesting to me,4.0,Somewhat agree
418493978609,234,It should be easy to find relevant information for this topic,4.0,Somewhat agree
418493978609,283,I am familiar with this topic,1.0,Strongly disagree
418493978609,283,This topic is interesting to me,1.0,Strongly disagree
418493978609,283,It should be easy to find relevant information for this topic,4.0,Somewhat agree
419131372892,213,I am familiar with this topic,4.0,Somewhat agree
419131372892,213,This topic is interesting to me,3.0,Neither agree nor disagree
419131372892,213,It should be easy to find relevant information for this topic,4.0,Somewhat agree
419131372892,253,I am familiar with this topic,5.0,Strongly agree
419131372892,253,This topic is interesting to me,4.0,Somewhat agree
419131372892,253,It should be easy to find relevant information for this topic,5.0,Strongly agree
419131372892,234,I am familiar with this topic,5.0,Strongly agree
419131372892,234,This topic is interesting to me,5.0,Strongly agree
419131372892,234,It should be easy to find relevant information for this topic,4.0,Somewhat agree
419131372892,283,I am familiar with this topic,2.0,Somewhat disagree
419131372892,283,This topic is interesting to me,1.0,Strongly disagree
419131372892,283,It should be easy to find relevant information for this topic,4.0,Somewhat agree
432526610116,213,I am familiar with this topic,5.0,Strongly agree
432526610116,213,This topic is interesting to me,5.0,Strongly agree
432526610116,213,It should be easy to find relevant information for this topic,5.0,Strongly agree
432526610116,253,I am familiar with this topic,5.0,Strongly agree
432526610116,253,This topic is interesting to me,2.0,Somewhat disagree
432526610116,253,It should be easy to find relevant information for this topic,5.0,Strongly agree
432526610116,234,I am familiar with this topic,5.0,Strongly agree
432526610116,234,This topic is interesting to me,5.0,Strongly agree
432526610116,234,It should be easy to find relevant information for this topic,5.0,Strongly agree
432526610116,283,I am familiar with this topic,5.0,Strongly agree
432526610116,283,This topic is interesting to me,5.0,Strongly agree
432526610116,283,It should be easy to find relevant information for this topic,4.0,Somewhat agree
458510000118,213,I am familiar with this topic,5.0,Strongly agree
458510000118,213,This topic is interesting to me,5.0,Strongly agree
458510000118,213,It should be easy to find relevant information for this topic,5.0,Strongly agree
458510000118,253,I am familiar with this topic,4.0,Somewhat agree
458510000118,253,This topic is interesting to me,4.0,Somewhat agree
458510000118,253,It should be easy to find relevant information for this topic,5.0,Strongly agree
458510000118,234,I am familiar with this topic,4.0,Somewhat agree
458510000118,234,This topic is interesting to me,4.0,Somewhat agree
458510000118,234,It should be easy to find relevant information for this topic,5.0,Strongly agree
458510000118,283,I am familiar with this topic,2.0,Somewhat disagree
458510000118,283,This topic is interesting to me,2.0,Somewhat disagree
458510000118,283,It should be easy to find relevant information for this topic,5.0,Strongly agree
488226930354,213,I am familiar with this topic,4.0,Somewhat agree
488226930354,213,This topic is interesting to me,4.0,Somewhat agree
488226930354,213,It should be easy to find relevant information for this topic,4.0,Somewhat agree
488226930354,253,I am familiar with this topic,4.0,Somewhat agree
488226930354,253,This topic is interesting to me,3.0,Neither agree nor disagree
488226930354,253,It should be easy to find relevant information for this topic,4.0,Somewhat agree
488226930354,234,I am familiar with this topic,4.0,Somewhat agree
488226930354,234,This topic is interesting to me,4.0,Somewhat agree
488226930354,234,It should be easy to find relevant information for this topic,4.0,Somewhat agree
488226930354,283,I am familiar with this topic,4.0,Somewhat agree
488226930354,283,This topic is interesting to me,4.0,Somewhat agree
488226930354,283,It should be easy to find relevant information for this topic,5.0,Strongly agree
490424392744,213,I am familiar with this topic,2.0,Somewhat disagree
490424392744,213,This topic is interesting to me,3.0,Neither agree nor disagree
490424392744,213,It should be easy to find relevant information for this topic,4.0,Somewhat agree
490424392744,253,I am familiar with this topic,1.0,Strongly disagree
490424392744,253,This topic is interesting to me,1.0,Strongly disagree
490424392744,253,It should be easy to find relevant information for this topic,3.0,Neither agree nor disagree
490424392744,234,I am familiar with this topic,3.0,Neither agree nor disagree
490424392744,234,This topic is interesting to me,4.0,Somewhat agree
490424392744,234,It should be easy to find relevant information for this topic,4.0,Somewhat agree
490424392744,283,I am familiar with this topic,1.0,Strongly disagree
490424392744,283,This topic is interesting to me,2.0,Somewhat disagree
490424392744,283,It should be easy to find relevant information for this topic,4.0,Somewhat agree
493578315572,213,I am familiar with this topic,1.0,Strongly disagree
493578315572,213,This topic is interesting to me,2.0,Somewhat disagree
493578315572,213,It should be easy to find relevant information for this topic,5.0,Strongly agree
493578315572,253,I am familiar with this topic,1.0,Strongly disagree
493578315572,253,This topic is interesting to me,2.0,Somewhat disagree
493578315572,253,It should be easy to find relevant information for this topic,5.0,Strongly agree
493578315572,234,I am familiar with this topic,5.0,Strongly agree
493578315572,234,This topic is interesting to me,5.0,Strongly agree
493578315572,234,It should be easy to find relevant information for this topic,5.0,Strongly agree
493578315572,283,I am familiar with this topic,2.0,Somewhat disagree
493578315572,283,This topic is interesting to me,2.0,Somewhat disagree
493578315572,283,It should be easy to find relevant information for this topic,4.0,Somewhat agree
505616888962,213,I am familiar with this topic,5.0,Strongly agree
505616888962,213,This topic is interesting to me,4.0,Somewhat agree
505616888962,213,It should be easy to find relevant information for this topic,4.0,Somewhat agree
505616888962,253,I am familiar with this topic,2.0,Somewhat disagree
505616888962,253,This topic is interesting to me,3.0,Neither agree nor disagree
505616888962,253,It should be easy to find relevant information for this topic,4.0,Somewhat agree
505616888962,234,I am familiar with this topic,4.0,Somewhat agree
505616888962,234,This topic is interesting to me,5.0,Strongly agree
505616888962,234,It should be easy to find relevant information for this topic,4.0,Somewhat agree
505616888962,283,I am familiar with this topic,2.0,Somewhat disagree
505616888962,283,This topic is interesting to me,2.0,Somewhat disagree
505616888962,283,It should be easy to find relevant information for this topic,3.0,Neither agree nor disagree
506562046403,213,I am familiar with this topic,4.0,Somewhat agree
506562046403,213,This topic is interesting to me,2.0,Somewhat disagree
506562046403,213,It should be easy to find relevant information for this topic,4.0,Somewhat agree
506562046403,253,I am familiar with this topic,4.0,Somewhat agree
506562046403,253,This topic is interesting to me,4.0,Somewhat agree
506562046403,253,It should be easy to find relevant information for this topic,4.0,Somewhat agree
506562046403,234,I am familiar with this topic,2.0,Somewhat disagree
506562046403,234,This topic is interesting to me,1.0,Strongly disagree
506562046403,234,It should be easy to find relevant information for this topic,4.0,Somewhat agree
506562046403,283,I am familiar with this topic,2.0,Somewhat disagree
506562046403,283,This topic is interesting to me,4.0,Somewhat agree
506562046403,283,It should be easy to find relevant information for this topic,4.0,Somewhat agree
569535048143,213,I am familiar with this topic,5.0,Strongly agree
569535048143,213,This topic is interesting to me,4.0,Somewhat agree
569535048143,213,It should be easy to find relevant information for this topic,5.0,Strongly agree
569535048143,253,I am familiar with this topic,2.0,Somewhat disagree
569535048143,253,This topic is interesting to me,4.0,Somewhat agree
569535048143,253,It should be easy to find relevant information for this topic,4.0,Somewhat agree
569535048143,234,I am familiar with this topic,3.0,Neither agree nor disagree
569535048143,234,This topic is interesting to me,4.0,Somewhat agree
569535048143,234,It should be easy to find relevant information for this topic,4.0,Somewhat agree
569535048143,283,I am familiar with this topic,1.0,Strongly disagree
569535048143,283,This topic is interesting to me,3.0,Neither agree nor disagree
569535048143,283,It should be easy to find relevant information for this topic,4.0,Somewhat agree
570338244223,213,I am familiar with this topic,2.0,Somewhat disagree
570338244223,213,This topic is interesting to me,3.0,Neither agree nor disagree
570338244223,213,It should be easy to find relevant information for this topic,3.0,Neither agree nor disagree
570338244223,253,I am familiar with this topic,2.0,Somewhat disagree
570338244223,253,This topic is interesting to me,3.0,Neither agree nor disagree
570338244223,253,It should be easy to find relevant information for this topic,3.0,Neither agree nor disagree
570338244223,234,I am familiar with this topic,4.0,Somewhat agree
570338244223,234,This topic is interesting to me,4.0,Somewhat agree
570338244223,234,It should be easy to find relevant information for this topic,5.0,Strongly agree
570338244223,283,I am familiar with this topic,2.0,Somewhat disagree
570338244223,283,This topic is interesting to me,4.0,Somewhat agree
570338244223,283,It should be easy to find relevant information for this topic,3.0,Neither agree nor disagree
574492564378,213,I am familiar with this topic,2.0,Somewhat disagree
574492564378,213,This topic is interesting to me,3.0,Neither agree nor disagree
574492564378,213,It should be easy to find relevant information for this topic,5.0,Strongly agree
574492564378,253,I am familiar with this topic,3.0,Neither agree nor disagree
574492564378,253,This topic is interesting to me,4.0,Somewhat agree
574492564378,253,It should be easy to find relevant information for this topic,5.0,Strongly agree
574492564378,234,I am familiar with this topic,4.0,Somewhat agree
574492564378,234,This topic is interesting to me,5.0,Strongly agree
574492564378,234,It should be easy to find relevant information for this topic,5.0,Strongly agree
574492564378,283,I am familiar with this topic,1.0,Strongly disagree
574492564378,283,This topic is interesting to me,2.0,Somewhat disagree
574492564378,283,It should be easy to find relevant information for this topic,4.0,Somewhat agree
585730107151,213,I am familiar with this topic,1.0,Strongly disagree
585730107151,213,This topic is interesting to me,4.0,Somewhat agree
585730107151,213,It should be easy to find relevant information for this topic,5.0,Strongly agree
585730107151,253,I am familiar with this topic,1.0,Strongly disagree
585730107151,253,This topic is interesting to me,2.0,Somewhat disagree
585730107151,253,It should be easy to find relevant information for this topic,5.0,Strongly agree
585730107151,234,I am familiar with this topic,4.0,Somewhat agree
585730107151,234,This topic is interesting to me,5.0,Strongly agree
585730107151,234,It should be easy to find relevant information for this topic,4.0,Somewhat agree
585730107151,283,I am familiar with this topic,1.0,Strongly disagree
585730107151,283,This topic is interesting to me,4.0,Somewhat agree
585730107151,283,It should be easy to find relevant information for this topic,4.0,Somewhat agree
597752541396,213,I am familiar with this topic,4.0,Somewhat agree
597752541396,213,This topic is interesting to me,5.0,Strongly agree
597752541396,213,It should be easy to find relevant information for this topic,5.0,Strongly agree
597752541396,253,I am familiar with this topic,4.0,Somewhat agree
597752541396,253,This topic is interesting to me,4.0,Somewhat agree
597752541396,253,It should be easy to find relevant information for this topic,4.0,Somewhat agree
597752541396,234,I am familiar with this topic,4.0,Somewhat agree
597752541396,234,This topic is interesting to me,4.0,Somewhat agree
597752541396,234,It should be easy to find relevant information for this topic,5.0,Strongly agree
597752541396,283,I am familiar with this topic,1.0,Strongly disagree
597752541396,283,This topic is interesting to me,3.0,Neither agree nor disagree
597752541396,283,It should be easy to find relevant information for this topic,4.0,Somewhat agree
612159188510,213,I am familiar with this topic,5.0,Strongly agree
612159188510,213,This topic is interesting to me,5.0,Strongly agree
612159188510,213,It should be easy to find relevant information for this topic,5.0,Strongly agree
612159188510,253,I am familiar with this topic,2.0,Somewhat disagree
612159188510,253,This topic is interesting to me,5.0,Strongly agree
612159188510,253,It should be easy to find relevant information for this topic,5.0,Strongly agree
612159188510,234,I am familiar with this topic,5.0,Strongly agree
612159188510,234,This topic is interesting to me,5.0,Strongly agree
612159188510,234,It should be easy to find relevant information for this topic,5.0,Strongly agree
612159188510,283,I am familiar with this topic,2.0,Somewhat disagree
612159188510,283,This topic is interesting to me,4.0,Somewhat agree
612159188510,283,It should be easy to find relevant information for this topic,5.0,Strongly agree
617820806615,213,I am familiar with this topic,1.0,Strongly disagree
617820806615,213,This topic is interesting to me,1.0,Strongly disagree
617820806615,213,It should be easy to find relevant information for this topic,4.0,Somewhat agree
617820806615,253,I am familiar with this topic,4.0,Somewhat agree
617820806615,253,This topic is interesting to me,5.0,Strongly agree
617820806615,253,It should be easy to find relevant information for this topic,4.0,Somewhat agree
617820806615,234,I am familiar with this topic,3.0,Neither agree nor disagree
617820806615,234,This topic is interesting to me,5.0,Strongly agree
617820806615,234,It should be easy to find relevant information for this topic,5.0,Strongly agree
617820806615,283,I am familiar with this topic,1.0,Strongly disagree
617820806615,283,This topic is interesting to me,1.0,Strongly disagree
617820806615,283,It should be easy to find relevant information for this topic,5.0,Strongly agree
619234352558,213,I am familiar with this topic,4.0,Somewhat agree
619234352558,213,This topic is interesting to me,4.0,Somewhat agree
619234352558,213,It should be easy to find relevant information for this topic,4.0,Somewhat agree
619234352558,253,I am familiar with this topic,4.0,Somewhat agree
619234352558,253,This topic is interesting to me,5.0,Strongly agree
619234352558,253,It should be easy to find relevant information for this topic,4.0,Somewhat agree
619234352558,234,I am familiar with this topic,4.0,Somewhat agree
619234352558,234,This topic is interesting to me,5.0,Strongly agree
619234352558,234,It should be easy to find relevant information for this topic,5.0,Strongly agree
619234352558,283,I am familiar with this topic,1.0,Strongly disagree
619234352558,283,This topic is interesting to me,2.0,Somewhat disagree
619234352558,283,It should be easy to find relevant information for this topic,2.0,Somewhat disagree
625604760111,213,I am familiar with this topic,4.0,Somewhat agree
625604760111,213,This topic is interesting to me,3.0,Neither agree nor disagree
625604760111,213,It should be easy to find relevant information for this topic,4.0,Somewhat agree
625604760111,253,I am familiar with this topic,4.0,Somewhat agree
625604760111,253,This topic is interesting to me,4.0,Somewhat agree
625604760111,253,It should be easy to find relevant information for this topic,4.0,Somewhat agree
625604760111,234,I am familiar with this topic,5.0,Strongly agree
625604760111,234,This topic is interesting to me,5.0,Strongly agree
625604760111,234,It should be easy to find relevant information for this topic,5.0,Strongly agree
625604760111,283,I am familiar with this topic,3.0,Neither agree nor disagree
625604760111,283,This topic is interesting to me,2.0,Somewhat disagree
625604760111,283,It should be easy to find relevant information for this topic,4.0,Somewhat agree
639329347037,213,I am familiar with this topic,4.0,Somewhat agree
639329347037,213,This topic is interesting to me,4.0,Somewhat agree
639329347037,213,It should be easy to find relevant information for this topic,4.0,Somewhat agree
639329347037,253,I am familiar with this topic,5.0,Strongly agree
639329347037,253,This topic is interesting to me,4.0,Somewhat agree
639329347037,253,It should be easy to find relevant information for this topic,4.0,Somewhat agree
639329347037,234,I am familiar with this topic,4.0,Somewhat agree
639329347037,234,This topic is interesting to me,5.0,Strongly agree
639329347037,234,It should be easy to find relevant information for this topic,5.0,Strongly agree
639329347037,283,I am familiar with this topic,4.0,Somewhat agree
639329347037,283,This topic is interesting to me,4.0,Somewhat agree
639329347037,283,It should be easy to find relevant information for this topic,4.0,Somewhat agree
650935897859,213,I am familiar with this topic,4.0,Somewhat agree
650935897859,213,This topic is interesting to me,3.0,Neither agree nor disagree
650935897859,213,It should be easy to find relevant information for this topic,5.0,Strongly agree
650935897859,253,I am familiar with this topic,5.0,Strongly agree
650935897859,253,This topic is interesting to me,5.0,Strongly agree
650935897859,253,It should be easy to find relevant information for this topic,5.0,Strongly agree
650935897859,234,I am familiar with this topic,3.0,Neither agree nor disagree
650935897859,234,This topic is interesting to me,5.0,Strongly agree
650935897859,234,It should be easy to find relevant information for this topic,4.0,Somewhat agree
650935897859,283,I am familiar with this topic,2.0,Somewhat disagree
650935897859,283,This topic is interesting to me,2.0,Somewhat disagree
650935897859,283,It should be easy to find relevant information for this topic,5.0,Strongly agree
669006662722,213,I am familiar with this topic,4.0,Somewhat agree
669006662722,213,This topic is interesting to me,4.0,Somewhat agree
669006662722,213,It should be easy to find relevant information for this topic,5.0,Strongly agree
669006662722,253,I am familiar with this topic,4.0,Somewhat agree
669006662722,253,This topic is interesting to me,4.0,Somewhat agree
669006662722,253,It should be easy to find relevant information for this topic,4.0,Somewhat agree
669006662722,234,I am familiar with this topic,4.0,Somewhat agree
669006662722,234,This topic is interesting to me,4.0,Somewhat agree
669006662722,234,It should be easy to find relevant information for this topic,4.0,Somewhat agree
669006662722,283,I am familiar with this topic,2.0,Somewhat disagree
669006662722,283,This topic is interesting to me,2.0,Somewhat disagree
669006662722,283,It should be easy to find relevant information for this topic,4.0,Somewhat agree
676019776589,213,I am familiar with this topic,5.0,Strongly agree
676019776589,213,This topic is interesting to me,5.0,Strongly agree
676019776589,213,It should be easy to find relevant information for this topic,5.0,Strongly agree
676019776589,253,I am familiar with this topic,4.0,Somewhat agree
676019776589,253,This topic is interesting to me,5.0,Strongly agree
676019776589,253,It should be easy to find relevant information for this topic,4.0,Somewhat agree
676019776589,234,I am familiar with this topic,1.0,Strongly disagree
676019776589,234,This topic is interesting to me,5.0,Strongly agree
676019776589,234,It should be easy to find relevant information for this topic,3.0,Neither agree nor disagree
676019776589,283,I am familiar with this topic,4.0,Somewhat agree
676019776589,283,This topic is interesting to me,4.0,Somewhat agree
676019776589,283,It should be easy to find relevant information for this topic,4.0,Somewhat agree
679304572986,213,I am familiar with this topic,1.0,Strongly disagree
679304572986,213,This topic is interesting to me,1.0,Strongly disagree
679304572986,213,It should be easy to find relevant information for this topic,5.0,Strongly agree
679304572986,253,I am familiar with this topic,1.0,Strongly disagree
679304572986,253,This topic is interesting to me,1.0,Strongly disagree
679304572986,253,It should be easy to find relevant information for this topic,5.0,Strongly agree
679304572986,234,I am familiar with this topic,1.0,Strongly disagree
679304572986,234,This topic is interesting to me,1.0,Strongly disagree
679304572986,234,It should be easy to find relevant information for this topic,5.0,Strongly agree
679304572986,283,I am familiar with this topic,1.0,Strongly disagree
679304572986,283,This topic is interesting to me,1.0,Strongly disagree
679304572986,283,It should be easy to find relevant information for this topic,5.0,Strongly agree
683046185830,213,I am familiar with this topic,3.0,Neither agree nor disagree
683046185830,213,This topic is interesting to me,3.0,Neither agree nor disagree
683046185830,213,It should be easy to find relevant information for this topic,4.0,Somewhat agree
683046185830,253,I am familiar with this topic,2.0,Somewhat disagree
683046185830,253,This topic is interesting to me,3.0,Neither agree nor disagree
683046185830,253,It should be easy to find relevant information for this topic,4.0,Somewhat agree
683046185830,234,I am familiar with this topic,3.0,Neither agree nor disagree
683046185830,234,This topic is interesting to me,4.0,Somewhat agree
683046185830,234,It should be easy to find relevant information for this topic,4.0,Somewhat agree
683046185830,283,I am familiar with this topic,1.0,Strongly disagree
683046185830,283,This topic is interesting to me,3.0,Neither agree nor disagree
683046185830,283,It should be easy to find relevant information for this topic,3.0,Neither agree nor disagree
690392653224,213,I am familiar with this topic,5.0,Strongly agree
690392653224,213,This topic is interesting to me,4.0,Somewhat agree
690392653224,213,It should be easy to find relevant information for this topic,5.0,Strongly agree
690392653224,253,I am familiar with this topic,5.0,Strongly agree
690392653224,253,This topic is interesting to me,5.0,Strongly agree
690392653224,253,It should be easy to find relevant information for this topic,4.0,Somewhat agree
690392653224,234,I am familiar with this topic,4.0,Somewhat agree
690392653224,234,This topic is interesting to me,5.0,Strongly agree
690392653224,234,It should be easy to find relevant information for this topic,5.0,Strongly agree
690392653224,283,I am familiar with this topic,2.0,Somewhat disagree
690392653224,283,This topic is interesting to me,3.0,Neither agree nor disagree
690392653224,283,It should be easy to find relevant information for this topic,5.0,Strongly agree
695835081627,213,I am familiar with this topic,5.0,Strongly agree
695835081627,213,This topic is interesting to me,3.0,Neither agree nor disagree
695835081627,213,It should be easy to find relevant information for this topic,4.0,Somewhat agree
695835081627,253,I am familiar with this topic,4.0,Somewhat agree
695835081627,253,This topic is interesting to me,2.0,Somewhat disagree
695835081627,253,It should be easy to find relevant information for this topic,3.0,Neither agree nor disagree
695835081627,234,I am familiar with this topic,4.0,Somewhat agree
695835081627,234,This topic is interesting to me,3.0,Neither agree nor disagree
695835081627,234,It should be easy to find relevant information for this topic,5.0,Strongly agree
695835081627,283,I am familiar with this topic,4.0,Somewhat agree
695835081627,283,This topic is interesting to me,3.0,Neither agree nor disagree
695835081627,283,It should be easy to find relevant information for this topic,4.0,Somewhat agree
711289959284,213,I am familiar with this topic,5.0,Strongly agree
711289959284,213,This topic is interesting to me,5.0,Strongly agree
711289959284,213,It should be easy to find relevant information for this topic,5.0,Strongly agree
711289959284,253,I am familiar with this topic,3.0,Neither agree nor disagree
711289959284,253,This topic is interesting to me,3.0,Neither agree nor disagree
711289959284,253,It should be easy to find relevant information for this topic,4.0,Somewhat agree
711289959284,234,I am familiar with this topic,5.0,Strongly agree
711289959284,234,This topic is interesting to me,5.0,Strongly agree
711289959284,234,It should be easy to find relevant information for this topic,5.0,Strongly agree
711289959284,283,I am familiar with this topic,1.0,Strongly disagree
711289959284,283,This topic is interesting to me,1.0,Strongly disagree
711289959284,283,It should be easy to find relevant information for this topic,3.0,Neither agree nor disagree
716514250123,213,I am familiar with this topic,4.0,Somewhat agree
716514250123,213,This topic is interesting to me,2.0,Somewhat disagree
716514250123,213,It should be easy to find relevant information for this topic,4.0,Somewhat agree
716514250123,253,I am familiar with this topic,2.0,Somewhat disagree
716514250123,253,This topic is interesting to me,2.0,Somewhat disagree
716514250123,253,It should be easy to find relevant information for this topic,4.0,Somewhat agree
716514250123,234,I am familiar with this topic,1.0,Strongly disagree
716514250123,234,This topic is interesting to me,4.0,Somewhat agree
716514250123,234,It should be easy to find relevant information for this topic,5.0,Strongly agree
716514250123,283,I am familiar with this topic,1.0,Strongly disagree
716514250123,283,This topic is interesting to me,1.0,Strongly disagree
716514250123,283,It should be easy to find relevant information for this topic,5.0,Strongly agree
751343194767,213,I am familiar with this topic,2.0,Somewhat disagree
751343194767,213,This topic is interesting to me,4.0,Somewhat agree
751343194767,213,It should be easy to find relevant information for this topic,3.0,Neither agree nor disagree
751343194767,253,I am familiar with this topic,4.0,Somewhat agree
751343194767,253,This topic is interesting to me,4.0,Somewhat agree
751343194767,253,It should be easy to find relevant information for this topic,4.0,Somewhat agree
751343194767,234,I am familiar with this topic,4.0,Somewhat agree
751343194767,234,This topic is interesting to me,5.0,Strongly agree
751343194767,234,It should be easy to find relevant information for this topic,4.0,Somewhat agree
751343194767,283,I am familiar with this topic,3.0,Neither agree nor disagree
751343194767,283,This topic is interesting to me,5.0,Strongly agree
751343194767,283,It should be easy to find relevant information for this topic,4.0,Somewhat agree
751472408929,213,I am familiar with this topic,4.0,Somewhat agree
751472408929,213,This topic is interesting to me,3.0,Neither agree nor disagree
751472408929,213,It should be easy to find relevant information for this topic,4.0,Somewhat agree
751472408929,253,I am familiar with this topic,4.0,Somewhat agree
751472408929,253,This topic is interesting to me,4.0,Somewhat agree
751472408929,253,It should be easy to find relevant information for this topic,4.0,Somewhat agree
751472408929,234,I am familiar with this topic,5.0,Strongly agree
751472408929,234,This topic is interesting to me,4.0,Somewhat agree
751472408929,234,It should be easy to find relevant information for this topic,5.0,Strongly agree
751472408929,283,I am familiar with this topic,2.0,Somewhat disagree
751472408929,283,This topic is interesting to me,2.0,Somewhat disagree
751472408929,283,It should be easy to find relevant information for this topic,4.0,Somewhat agree
753089417400,213,I am familiar with this topic,3.0,Neither agree nor disagree
753089417400,213,This topic is interesting to me,2.0,Somewhat disagree
753089417400,213,It should be easy to find relevant information for this topic,5.0,Strongly agree
753089417400,253,I am familiar with this topic,1.0,Strongly disagree
753089417400,253,This topic is interesting to me,2.0,Somewhat disagree
753089417400,253,It should be easy to find relevant information for this topic,2.0,Somewhat disagree
753089417400,234,I am familiar with this topic,4.0,Somewhat agree
753089417400,234,This topic is interesting to me,5.0,Strongly agree
753089417400,234,It should be easy to find relevant information for this topic,5.0,Strongly agree
753089417400,283,I am familiar with this topic,2.0,Somewhat disagree
753089417400,283,This topic is interesting to me,2.0,Somewhat disagree
753089417400,283,It should be easy to find relevant information for this topic,4.0,Somewhat agree
755804346222,213,I am familiar with this topic,5.0,Strongly agree
755804346222,213,This topic is interesting to me,4.0,Somewhat agree
755804346222,213,It should be easy to find relevant information for this topic,5.0,Strongly agree
755804346222,253,I am familiar with this topic,4.0,Somewhat agree
755804346222,253,This topic is interesting to me,3.0,Neither agree nor disagree
755804346222,253,It should be easy to find relevant information for this topic,5.0,Strongly agree
755804346222,234,I am familiar with this topic,5.0,Strongly agree
755804346222,234,This topic is interesting to me,4.0,Somewhat agree
755804346222,234,It should be easy to find relevant information for this topic,5.0,Strongly agree
755804346222,283,I am familiar with this topic,3.0,Neither agree nor disagree
755804346222,283,This topic is interesting to me,3.0,Neither agree nor disagree
755804346222,283,It should be easy to find relevant information for this topic,5.0,Strongly agree
766419729660,213,I am familiar with this topic,4.0,Somewhat agree
766419729660,213,This topic is interesting to me,3.0,Neither agree nor disagree
766419729660,213,It should be easy to find relevant information for this topic,5.0,Strongly agree
766419729660,253,I am familiar with this topic,3.0,Neither agree nor disagree
766419729660,253,This topic is interesting to me,3.0,Neither agree nor disagree
766419729660,253,It should be easy to find relevant information for this topic,5.0,Strongly agree
766419729660,234,I am familiar with this topic,4.0,Somewhat agree
766419729660,234,This topic is interesting to me,3.0,Neither agree nor disagree
766419729660,234,It should be easy to find relevant information for this topic,5.0,Strongly agree
766419729660,283,I am familiar with this topic,4.0,Somewhat agree
766419729660,283,This topic is interesting to me,3.0,Neither agree nor disagree
766419729660,283,It should be easy to find relevant information for this topic,4.0,Somewhat agree
790853952011,213,I am familiar with this topic,4.0,Somewhat agree
790853952011,213,This topic is interesting to me,3.0,Neither agree nor disagree
790853952011,213,It should be easy to find relevant information for this topic,4.0,Somewhat agree
790853952011,253,I am familiar with this topic,5.0,Strongly agree
790853952011,253,This topic is interesting to me,4.0,Somewhat agree
790853952011,253,It should be easy to find relevant information for this topic,4.0,Somewhat agree
790853952011,234,I am familiar with this topic,4.0,Somewhat agree
790853952011,234,This topic is interesting to me,2.0,Somewhat disagree
790853952011,234,It should be easy to find relevant information for this topic,4.0,Somewhat agree
790853952011,283,I am familiar with this topic,2.0,Somewhat disagree
790853952011,283,This topic is interesting to me,2.0,Somewhat disagree
790853952011,283,It should be easy to find relevant information for this topic,3.0,Neither agree nor disagree
797340451437,213,I am familiar with this topic,4.0,Somewhat agree
797340451437,213,This topic is interesting to me,4.0,Somewhat agree
797340451437,213,It should be easy to find relevant information for this topic,5.0,Strongly agree
797340451437,253,I am familiar with this topic,2.0,Somewhat disagree
797340451437,253,This topic is interesting to me,2.0,Somewhat disagree
797340451437,253,It should be easy to find relevant information for this topic,4.0,Somewhat agree
797340451437,234,I am familiar with this topic,4.0,Somewhat agree
797340451437,234,This topic is interesting to me,5.0,Strongly agree
797340451437,234,It should be easy to find relevant information for this topic,5.0,Strongly agree
797340451437,283,I am familiar with this topic,1.0,Strongly disagree
797340451437,283,This topic is interesting to me,2.0,Somewhat disagree
797340451437,283,It should be easy to find relevant information for this topic,4.0,Somewhat agree
800316371768,213,I am familiar with this topic,1.0,Strongly disagree
800316371768,213,This topic is interesting to me,4.0,Somewhat agree
800316371768,213,It should be easy to find relevant information for this topic,4.0,Somewhat agree
800316371768,253,I am familiar with this topic,2.0,Somewhat disagree
800316371768,253,This topic is interesting to me,3.0,Neither agree nor disagree
800316371768,253,It should be easy to find relevant information for this topic,3.0,Neither agree nor disagree
800316371768,234,I am familiar with this topic,4.0,Somewhat agree
800316371768,234,This topic is interesting to me,4.0,Somewhat agree
800316371768,234,It should be easy to find relevant information for this topic,5.0,Strongly agree
800316371768,283,I am familiar with this topic,1.0,Strongly disagree
800316371768,283,This topic is interesting to me,5.0,Strongly agree
800316371768,283,It should be easy to find relevant information for this topic,2.0,Somewhat disagree
802334465831,213,I am familiar with this topic,3.0,Neither agree nor disagree
802334465831,213,This topic is interesting to me,3.0,Neither agree nor disagree
802334465831,213,It should be easy to find relevant information for this topic,5.0,Strongly agree
802334465831,253,I am familiar with this topic,1.0,Strongly disagree
802334465831,253,This topic is interesting to me,3.0,Neither agree nor disagree
802334465831,253,It should be easy to find relevant information for this topic,4.0,Somewhat agree
802334465831,234,I am familiar with this topic,3.0,Neither agree nor disagree
802334465831,234,This topic is interesting to me,5.0,Strongly agree
